Id,Name,AddressLine1,AddressLine2,City,County,StateProvinceRegion,Zip,MetropolitanStatisticalArea,Latitude,Longitude,YQL_console_Geo,BuildingTotalSquareFoot,BuiltTimePeriod,Condition,Class,Quality,Stories,Units,BedroomMix,AverageSquareFootPerUnit,Occupancy,PotentialGrossIncome,EffectiveGrossIncome,OperatingExpense,NetOperatingIncome,OverallRate,GrossRentMultiplier,Price,Date,OfficialRecordBookAndPage,Grantor,Grantee,CostPerSquareFoot,CostPerUnit,PropertyRights,Financing,ListedPriceAtSale,MarketingPeriod,ContractPeriod,Verification,PriorSales,SiteTotalSquareFoot,Acres,FloorToAreaRatio,BuildingAreaRatio,Zoning,Parking,ParcelId,LegalDescription,FloodZone,CensusTract
125e91cd-eb4a-4001-84b6-9ee101760830,Lulav Square,628 Lenox Avenue,,Miami Beach,Miami-Dade,FL,33139-5951 ,,25.776283,-80.13975,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=628+Lenox+Avenue,33139-5951&sensor=false""",35000.45,Lorem ipsum dolor sit amet,,,,3,35,Lorem ipsum dolor sit amet,222.45,85.5,1111.32,123109.34,123110.34,123111.34,11.5,11111.23,111111.1,4/30/2009 11:00,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,111.23,1111.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,89384.9,11.5,0.11,0.11,Lorem ipsu,,1111-2133,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
125e91cd-eb4a-4001-84b6-9ee101760830,Alamac Apartments,1300 Collins Ave,,Miami Beach,Miami-Dade,FL,33139-4234 ,,25.784372,-80.13127,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=1300+Collins+Ave,33139-4234&sensor=false""",23001.04,Lorem ipsum dolor sit amet,,,,3,35,Lorem ipsum dolor sit amet,222.45,85.5,1111.32,123109.34,123110.34,123111.34,11.5,11111.23,111111.1,5/26/2009 8:19,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,111.23,1111.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,65386.08,11.5,0.11,0.11,Lorem ipsu,,1111-2132,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
22b95a9d-34ec-4306-b9a8-9ee1017962e8,Bamboo Flats,718 NE 3rd Ave,,Fort Lauderdale,Broward,FL,33304,,26.13231,-80.14028,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=718+NE+3rd+Ave,33304&sensor=false""",33002.05,Lorem ipsum dolor sit amet,,,,3,35,Lorem ipsum dolor sit amet,222.4,85.5,1111.32,111111.34,111111.3,123112.34,11.5,11111.23,111111.2,6/13/2005 15:01,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,111.23,1111.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,85388.1,12.5,0.11,0.11,Lorem ipsu,,1111-2131,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
294f9b15-f91a-43ec-88f6-9ee1017341b5,Colonial Manor East Apartments,2500 Northeast 9th Street ,,Fort Lauderdale,Broward,FL,33304-3550 ,,26.135027,-80.112854,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=2500+Northeast+9th+Street,33304-3550&sensor=false""",34003.06,Lorem ipsum dolor sit amet,,,,3,35,Lorem ipsum dolor sit amet,222.4,85.5,1111.32,111111.34,111111.3,123113.34,11.5,11111.23,111111,10/1/1991 10:03,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,111.23,1111.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,87390.12,13.5,0.11,0.11,Lorem ipsu,,1111-2130,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
37193053-5b6d-40f7-86d8-9ee101767a80,Satori Altman Co,2404 East Sunrise Boulevard ,,Fort Lauderdale,Broward,FL,33304-3102 ,,26.137815,-80.114624,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=2404+East+Sunrise+Boulevard,33304-3102&sensor=false""",23002.04,Lorem ipsum dolor sit amet,,,,3,35,Lorem ipsum dolor sit amet,222.4,85.5,1111.32,111111.34,111111.3,123114.34,11.5,11111.23,111111,3/25/1988 19:45,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,111.23,1111.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,65388.08,14.5,0.11,0.11,Lorem ipsu,,1111-2129,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
787b3d7e-3cb3-4cd5-8af1-9ee101796748,Royal Saxon Apartments,551 Breakers Avenue ,,Fort Lauderdale,Broward,FL,33304-4191 ,,26.13095,-80.105125,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=551+Breakers+Avenue,33304-4191&sensor=false""",33003.05,Lorem ipsum dolor sit amet,,,,3,35,Lorem ipsum dolor sit amet,222.4,85.5,1111.32,111111.34,111111.3,123115.34,11.5,11111.23,111111,12/9/2009 22:21,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,111.23,1111.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,85390.1,15.5,0.11,0.11,Lorem ipsu,,1111-2128,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
9a41c208-b3bf-4f71-a7da-9ee101730424,Casa Alhambra,3026 Alhambra Street,,Fort Lauderdale,Broward,FL,33304,,26.124807,-80.10454,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=3026+Alhambra+Street,33304&sensor=false""",11000,Lorem ipsum dolor sit amet,,,,3,35,Lorem ipsum dolor sit amet,222.4,85.5,1111.32,111111.34,111111.3,123116.34,11.5,11111.23,111111,1/12/2009 20:49,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,111.23,1111.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,41384,16.5,0.11,0.11,Lorem ipsu,,1111-2127,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
ad1fdbd7-b92d-44f8-abf5-9ee101768229,Birch Crest Apartments,336 North Birch Road ,,Fort Lauderdale,Broward,FL,33304-4235 ,,26.127228,-80.10526,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=336+North+Birch+Road,33304-4235&sensor=false""",35345.54,Lorem ipsum dolor sit amet,,,,3,35,Lorem ipsum dolor sit amet,222.4,85.5,1111.32,111111.34,111111.3,123117.34,11.5,11111.23,111111,4/7/2009 14:14,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,111.23,1111.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,90075.08,17.5,0.11,0.11,Lorem ipsu,,1111-2126,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Ft Lauderdale Surf Club,425 Bayshore Dr,,Fort Lauderdale,Broward,FL,33304-4219 ,,26.1281,-80.1073,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=425+Bayshore+Dr,33304-4219&sensor=false""",35000.56,Lorem ipsum dolor sit amet,,,,3,35,Lorem ipsum dolor sit amet,222.4,85.5,1111.32,111111.34,111111.3,123118.34,11.5,11111.23,111111,4/8/2005 19:55,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,111.23,1111.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,89385.12,18.5,0.11,0.11,Lorem ipsu,,1111-2125,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Spring Tide Apartments,345 N Fort Lauderdale Beach Blvd,,Fort Lauderdale,Broward,FL,33304-4231 ,,26.127756,-80.10372,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=345+N+Fort+Lauderdale+Beach+Blvd,33304-4231&sensor=false""",34005.06,Lorem ipsum dolor sit amet,,,,4,36,Lorem ipsum dolor sit amet,223.4,85.5,1112.32,111112.34,111112.3,123119.34,12.5,11112.23,111112,3/24/2006 0:50,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,112.23,1112.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,87394.12,19.5,1.11,1.11,Lorem ipsu,,1111-2124,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Sunrise Harbor,1030 Seminole Drive ,,Fort Lauderdale,Broward,FL,33304,,26.138653,-80.110016,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=1030+Seminole+Drive,33304&sensor=false""",22066.6,Lorem ipsum dolor sit amet,,,,5,37,Lorem ipsum dolor sit amet,224.4,85.5,1113.32,111113.34,111113.3,123120.34,13.5,11113.23,111113,9/21/2009 11:49,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,113.23,1113.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,63517.2,20.5,2.11,2.11,Lorem ipsu,,1111-2123,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Gables Marbella,22182 Bella Lago Drive ,,Boca Raton ,Palm Beach,FL,33433,,26.3464,-80.15993,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=22182+Bella+Lago+Drive,33433&sensor=false""",12443.67,Lorem ipsum dolor sit amet,,,,6,38,Lorem ipsum dolor sit amet,225.4,85.5,1114.32,111114.34,111114.3,123121.34,14.5,11114.23,111114,8/5/2010 12:49,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,114.23,1114.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,44271.34,21.5,3.11,3.11,Lorem ipsu,,1111-2122,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Bella Vista Apartments at Boca Del Mar,6925 Town Harbour Boulevard ,,Boca Raton ,Palm Beach,FL,33433,,26.347622,-80.151306,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=6925+Town+Harbour+Boulevard,33433&sensor=false""",33232.33,Lorem ipsum dolor sit amet,,,,7,39,Lorem ipsum dolor sit amet,226.4,85.5,1115.32,111115.34,111115.3,123122.34,15.5,11115.23,111115,7/23/2010 5:51,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,115.23,1115.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,85848.66,22.5,4.11,4.11,Lorem ipsu,,1111-2121,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Boca Colony Apartments,6061 Boca Colony Drive ,,Boca Raton ,Palm Beach,FL,33433-8066 ,,26.348799,-80.13773,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=6061+Boca+Colony+Drive,33433-8066&sensor=false""",16324.52,Lorem ipsum dolor sit amet,,,,8,40,Lorem ipsum dolor sit amet,227.4,85.5,1116.32,111116.34,111116.3,123123.34,16.5,11116.23,111116,1/7/2002 10:32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,116.23,1116.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,52033.04,23.5,5.11,5.11,Lorem ipsu,,1111-2120,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Savannah Place Residences,22356 Calibre Court ,,Boca Raton ,Palm Beach,FL,33433,,26.34539,-80.15625,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=22356+Calibre+Court,33433&sensor=false""",18344.43,Lorem ipsum dolor sit amet,,,,9,41,Lorem ipsum dolor sit amet,228.4,85.5,1117.32,111117.34,111117.3,123124.34,17.5,11117.23,111117,11/1/2005 0:53,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,117.23,1117.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,56072.86,24.5,6.11,6.11,Lorem ipsu,,1111-2119,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,"Addison Place Apartments, Inc.",21925 Mizner Way ,,Boca Raton ,Palm Beach,FL,33433-1142 ,,26.351048,-80.17413,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=21925+Mizner+Way,33433-1142&sensor=false""",43333.43,Lorem ipsum dolor sit amet,,,,10,42,Lorem ipsum dolor sit amet,229.4,85.5,1118.32,111118.34,111118.3,123125.34,18.5,11118.23,111118,4/10/2002 4:10,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,118.23,1118.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,106050.86,25.5,7.11,7.11,Lorem ipsu,,1111-2118,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Reflections Of Boca Del Mar,5500 Pacific Boulevard ,,Boca Raton,Palm Beach,FL,33433-6715,,26.33917,-80.13209,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=5500+Pacific+Boulevard,33433-6715&sensor=false""",24334.2,Lorem ipsum dolor sit amet,,,,11,43,Lorem ipsum dolor sit amet,230.4,85.5,1119.32,111119.34,111119.3,123126.34,19.5,11119.23,111119,4/8/1991 22:04,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,119.23,1119.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,68052.4,26.5,8.11,8.11,Lorem ipsu,,1111-2117,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Boca Arbor Club,566401 Arbor Club Way ,,Boca Raton,Palm Beach,FL,33433-5645 ,,26.337934,-80.13043,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=566401+Arbor+Club+Way,33433-5645&sensor=false""",41121,Lorem ipsum dolor sit amet,,,,12,44,Lorem ipsum dolor sit amet,231.4,85.5,1120.32,111120.34,111120.3,123127.34,20.5,11120.23,111120,7/23/2010 20:21,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,120.23,1120.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,101626,27.5,9.11,9.11,Lorem ipsu,,1111-2116,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Palms of Boca Del Mar,5515 Pacific Boulevard,,Boca Raton,Palm Beach,FL,33433-6716,,26.340317,-80.13211,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=5515+Pacific+Boulevard,33433-6716&sensor=false""",21343.3,Lorem ipsum dolor sit amet,,,,13,45,Lorem ipsum dolor sit amet,232.4,85.5,1121.32,111121.34,111121.3,123128.34,21.5,11121.23,111121,1/12/2011 11:05,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,121.23,1121.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,62070.6,28.5,10.11,10.11,Lorem ipsu,,1111-2115,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Addison Pointe,6283 La Costa Drive ,,Boca Raton,Palm Beach,FL,33433-6670 ,,26.34094,-80.14179,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=6283+La+Costa+Drive,33433-6670&sensor=false""",12334.53,Lorem ipsum dolor sit amet,,,,14,46,Lorem ipsum dolor sit amet,233.4,85.5,1122.32,111122.34,111122.3,123129.34,22.5,11122.23,111122,6/24/2011 15:10,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,122.23,1122.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,44053.06,29.5,11.11,11.11,Lorem ipsu,,1111-2114,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Gables Boca Place,22148 Boca Place Dr. ,,Boca Raton,Palm Beach,FL,33433,,26.348751,-80.13975,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=22148+Boca+Place+Dr.,33433&sensor=false""",55343.34,Lorem ipsum dolor sit amet,,,,15,47,Lorem ipsum dolor sit amet,234.4,85.5,1123.32,111123.34,111123.3,123130.34,23.5,11123.23,111123,6/13/2011 12:59,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,123.23,1123.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,130070.68,30.5,12.11,12.11,Lorem ipsu,,1111-2113,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Oaks At Pompano Apartments,501 SW 1st Court ,,Pompano Beach ,Broward,FL,33060,,26.230255,-80.132675,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=501+SW+1st+Court,33060&sensor=false""",34534.33,Lorem ipsum dolor sit amet,,,,16,48,Lorem ipsum dolor sit amet,235.4,85.5,1124.32,111124.34,111124.3,123131.34,24.5,11124.23,111124,5/26/1995 16:30,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,124.23,1124.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,88452.66,31.5,13.11,13.11,Lorem ipsu,,1111-2112,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Atlantic Palms Apartments,1209 Northwest 3rd Avenue ,,Pompano Beach ,Broward,FL,33060-5505 ,,26.244158,-80.127045,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=1209+Northwest+3rd+Avenue,33060-5505&sensor=false""",55343.22,Lorem ipsum dolor sit amet,,,,17,49,Lorem ipsum dolor sit amet,236.4,85.5,1125.32,111125.34,111125.3,123132.34,25.5,11125.23,111125,6/10/1998 4:18,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,125.23,1125.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,130070.44,32.5,14.11,14.11,Lorem ipsu,,1111-2111,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Banyan Bay Apartments,4303 West Atlantic Boulevard ,,Coconut Creek ,Broward,FL,33066,,26.23167,-80.181526,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=4303+West+Atlantic+Boulevard,33066&sensor=false""",43312.33,Lorem ipsum dolor sit amet,,,,18,50,Lorem ipsum dolor sit amet,237.4,85.5,1126.32,111126.34,111126.3,123133.34,26.5,11126.23,111126,10/30/2007 18:09,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,126.23,1126.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,106008.66,33.5,15.11,15.11,Lorem ipsu,,1111-2110,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
