Id,Name,AddressLine1,AddressLine2,City,County,StateProvinceRegion,Zip,MetropolitanStatisticalArea,Latitude,Longitude,YQL_console_Geo,BuildingTotalSquareFoot,BuiltTimePeriod,Condition,Class,Quality,Stories,Units,BedroomMix,AverageSquareFootPerUnit,Occupancy,PotentialGrossIncome,EffectiveGrossIncome,OperatingExpense,NetOperatingIncome,OverallRate,GrossRentMultiplier,Price,Date,OfficialRecordBookAndPage,Grantor,Grantee,CostPerSquareFoot,CostPerUnit,PropertyRights,Financing,ListedPriceAtSale,MarketingPeriod,ContractPeriod,Verification,PriorSales,SiteTotalSquareFoot,Acres,FloorToAreaRatio,BuildingAreaRatio,Zoning,Parking,ParcelId,LegalDescription,FloodZone,CensusTract
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Residences At Bayview,1631 South Federal Highway ,,Pompano Beach ,Broward,FL,33062-7536 ,,26.210218,-80.10748,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=1631+South+Federal+Highway,33062-7536&sensor=false""",44234.23,Lorem ipsum dolor sit amet,,,,19,51,Lorem ipsum dolor sit amet,238.4,85.5,1127.32,111127.34,111127.3,123134.34,27.5,11127.23,111127,9/17/2002 0:52,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,127.23,1127.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,107852.46,34.5,16.11,16.11,Lorem ipsu,,1111-2109,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Pinnacle Village Apartments,801 North Powerline Road ,,Pompano Beach ,Broward,FL,33069-2312 ,,26.239157,-80.15258,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=801+North+Powerline+Road,33069-2312&sensor=false""",11232.32,Lorem ipsum dolor sit amet,,,,20,52,Lorem ipsum dolor sit amet,239.4,85.5,1128.32,111128.34,111128.3,123135.34,28.5,11128.23,111128,6/28/2010 14:08,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,128.23,1128.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,41848.64,35.5,17.11,17.11,Lorem ipsu,,1111-2108,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Laguna Pointe Apartments,903 SW 15th Street ,,Pompano Beach ,Broward,FL,33060,,26.21079,-80.13139,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=903+SW+15th+Street,33060&sensor=false""",22232,Lorem ipsum dolor sit amet,,,,21,53,Lorem ipsum dolor sit amet,240.4,85.5,1129.32,111129.34,111129.3,123136.34,29.5,11129.23,111129,9/6/1988 17:58,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,129.23,1129.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,63848,36.5,18.11,18.11,Lorem ipsu,,1111-2107,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Lighthouse Cove Apartments,1406 North Ocean Boulevard ,,Pompano Beach ,Broward,FL,33062-3496 ,,26.250637,-80.08588,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=1406+North+Ocean+Boulevard,33062-3496&sensor=false""",22334.43,Lorem ipsum dolor sit amet,,,,22,54,Lorem ipsum dolor sit amet,241.4,85.5,1130.32,111130.34,111130.3,123137.34,30.5,11130.23,111130,3/28/2003 5:43,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,130.23,1130.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,64052.86,37.5,19.11,19.11,Lorem ipsu,,1111-2106,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Pompano Beach Club South,111 Briny Avenue ,,Pompano Beach ,Broward,FL,33062,,26.230553,-80.09047,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=111+Briny+Avenue,33062&sensor=false""",45232.32,Lorem ipsum dolor sit amet,,,,23,55,Lorem ipsum dolor sit amet,242.4,85.5,1131.32,111131.34,111131.3,123138.34,31.5,11131.23,111131,10/15/2008 1:56,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,131.23,1131.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,109848.64,38.5,20.11,20.11,Lorem ipsu,,1111-2105,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Colonial Garden Apartments,801 Pine Drive ,,Pompano Beach ,Broward,FL,33060-7272 ,,26.228968,-80.115074,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=801+Pine+Drive,33060-7272&sensor=false""",12123.32,Lorem ipsum dolor sit amet,,,,24,56,Lorem ipsum dolor sit amet,243.4,85.5,1132.32,111132.34,111132.3,123139.34,32.5,11132.23,111132,7/5/1995 4:33,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,132.23,1132.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,43630.64,39.5,21.11,21.11,Lorem ipsu,,1111-2104,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Cypress Shores,1901 Lyons Road ,,Coconut Creek ,Broward,FL,33063,,26.253979,-80.18648,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=1901+Lyons+Road,33063&sensor=false""",13244.23,Lorem ipsum dolor sit amet,,,,25,57,Lorem ipsum dolor sit amet,244.4,85.5,1133.32,111133.34,111133.3,123140.34,33.5,11133.23,111133,5/7/1998 9:07,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,133.23,1133.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,45872.46,40.5,22.11,22.11,Lorem ipsu,,1111-2103,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Tivoli Park Apartments,603 Siesta Key Circle ,,Deerfield Beach ,Broward,FL,33441-7719 ,,26.309853,-80.11029,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=603+Siesta+Key+Circle,33441-7719&sensor=false""",24233.34,Lorem ipsum dolor sit amet,,,,26,58,Lorem ipsum dolor sit amet,245.4,85.5,1134.32,111134.34,111134.3,123141.34,34.5,11134.23,111134,7/10/2007 23:10,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,134.23,1134.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,67850.68,41.5,23.11,23.11,Lorem ipsu,,1111-2102,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Lime Tree Village Apartments,431 SE 13th Ct,,Deerfield Beach ,Broward,FL,33441-6992 ,,26.300856,-80.096664,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=431+SE+13th+Ct,33441-6992&sensor=false""",53433.23,Lorem ipsum dolor sit amet,,,,27,59,Lorem ipsum dolor sit amet,246.4,85.5,1135.32,111135.34,111135.3,123142.34,35.5,11135.23,111135,6/18/2002 4:45,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,135.23,1135.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,126250.46,42.5,24.11,24.11,Lorem ipsu,,1111-2101,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Tivoli Terrace Apartments,927 Siesta Key Blvd ,,Deerfield Beach ,Broward,FL,33441,,26.309439,-80.11479,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=927+Siesta+Key+Blvd,33441&sensor=false""",44324.32,Lorem ipsum dolor sit amet,,,,28,60,Lorem ipsum dolor sit amet,247.4,85.5,1136.32,111136.34,111136.3,123143.34,36.5,11136.23,111136,12/6/2010 13:01,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,136.23,1136.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,108032.64,43.5,25.11,25.11,Lorem ipsu,,1111-2100,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Pine Tree Apartments,300 Lock Road,,Deerfield Beach ,Broward,FL,33442-3801 ,,26.321926,-80.12559,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=300+Lock+Road,33442-3801&sensor=false""",12332.32,Lorem ipsum dolor sit amet,,,,29,61,Lorem ipsum dolor sit amet,248.4,85.5,1137.32,111137.34,111137.3,123144.34,37.5,11137.23,111137,9/27/2006 14:32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,137.23,1137.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,44048.64,44.5,26.11,26.11,Lorem ipsu,,1111-2099,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Deerfield East Apartments,1409 SE 8th Avenue,,Deerfield Beach ,Broward,FL,33441,,26.299625,-80.092926,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=1409+SE+8th+Avenue,33441&sensor=false""",11123.32,Lorem ipsum dolor sit amet,,,,30,62,Lorem ipsum dolor sit amet,249.4,85.5,1138.32,111138.34,111138.3,123145.34,38.5,11138.23,111138,4/6/2006 18:51,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,138.23,1138.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,41630.64,45.5,27.11,27.11,Lorem ipsu,,1111-2098,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,The Preserve at Deer Creek,500 Jefferson Drive ,,Deerfield Beach ,Broward,FL,33442,,26.322445,-80.15024,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=500+Jefferson+Drive,33442&sensor=false""",43234.23,Lorem ipsum dolor sit amet,,,,31,63,Lorem ipsum dolor sit amet,250.4,85.5,1139.32,111139.34,111139.3,123146.34,39.5,11139.23,111139,8/2/2003 22:58,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,139.23,1139.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,105852.46,46.5,28.11,28.11,Lorem ipsu,,1111-2097,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Lakes At Deerfield,1100 S Military Trl ,,Deerfield Beach ,Broward,FL,33442-7644 ,,26.304394,-80.12935,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=1100+S+Military+Trl,33442-7644&sensor=false""",43234.43,Lorem ipsum dolor sit amet,,,,32,64,Lorem ipsum dolor sit amet,251.4,85.5,1140.32,111140.34,111140.3,123147.34,40.5,11140.23,111140,1/12/2000 23:25,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,140.23,1140.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,105852.86,47.5,29.11,29.11,Lorem ipsu,,1111-2096,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Panther Motel & Apartments,715 Southeast 20th Avenue ,,Deerfield Beach ,Broward,FL,33441-6098 ,,26.308342,-80.07796,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=715+Southeast+20th+Avenue,33441-6098&sensor=false""",44232.44,Lorem ipsum dolor sit amet,,,,33,65,Lorem ipsum dolor sit amet,252.4,85.5,1141.32,111141.34,111141.3,123148.34,41.5,11141.23,111141,8/22/2009 11:51,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,141.23,1141.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,107848.88,48.5,30.11,30.11,Lorem ipsu,,1111-2095,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Emerald Cove Apartments,1649 SE 4th St ,,Deerfield Beach ,Broward,FL,33441-4980 ,,26.313076,-80.08326,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=1649+SE+4th+St,33441-4980&sensor=false""",17865.65,Lorem ipsum dolor sit amet,,,,34,66,Lorem ipsum dolor sit amet,253.4,85.5,1142.32,111142.34,111142.3,123149.34,42.5,11142.23,111142,2/16/2009 19:12,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,142.23,1142.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,55115.3,49.5,31.11,31.11,Lorem ipsu,,1111-2094,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Auburn Trace Apartments,625 Auburn Circle West ,,Delray Beach ,Palm Beach,FL,33444-4422 ,,26.45219,-80.08435,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=625+Auburn+Circle+West,33444-4422&sensor=false""",28765.67,Lorem ipsum dolor sit amet,,,,35,67,Lorem ipsum dolor sit amet,254.4,85.5,1143.32,111143.34,111143.3,123150.34,43.5,11143.23,111143,11/6/2009 7:19,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,143.23,1143.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,76915.34,50.5,32.11,32.11,Lorem ipsu,,1111-2093,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Berkshire by the Sea,126 North Ocean Boulevard ,,Delray Beach ,Palm Beach,FL,33483-7045 ,,26.464657,-80.05877,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=126+North+Ocean+Boulevard,33483-7045&sensor=false""",39677.7,Lorem ipsum dolor sit amet,,,,36,68,Lorem ipsum dolor sit amet,255.4,85.5,1144.32,111144.34,111144.3,123151.34,44.5,11144.23,111144,7/8/2007 9:28,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,144.23,1144.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,98739.4,51.5,33.11,33.11,Lorem ipsu,,1111-2092,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Vinings at Delray Beach Apartments,650 Lavers Circle ,,Delray Beach ,Palm Beach,FL,33444,,26.438576,-80.080246,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=650+Lavers+Circle,33444&sensor=false""",11132.88,Lorem ipsum dolor sit amet,,,,37,69,Lorem ipsum dolor sit amet,256.4,85.5,1145.32,111145.34,111145.3,123152.34,45.5,11145.23,111145,1/30/2007 2:32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,145.23,1145.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,41649.76,52.5,34.11,34.11,Lorem ipsu,,1111-2091,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Spring Harbor at the Landing,1495 Spring Harbor Drive ,,Delray Beach ,Palm Beach,FL,33445,,26.437984,-80.09267,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=1495+Spring+Harbor+Drive,33445&sensor=false""",19996.65,Lorem ipsum dolor sit amet,,,,38,70,Lorem ipsum dolor sit amet,257.4,85.5,1146.32,111146.34,111146.3,123153.34,46.5,11146.23,111146,3/4/2005 8:10,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,146.23,1146.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,59377.3,53.5,35.11,35.11,Lorem ipsu,,1111-2090,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Pineapple Grove,325 Northeast 2nd Street ,,Delray Beach ,Palm Beach,FL,33444-3733 ,,26.465328,-80.06915,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=325+Northeast+2nd+Street,33444-3733&sensor=false""",17990.77,Lorem ipsum dolor sit amet,,,,39,71,Lorem ipsum dolor sit amet,258.4,85.5,1147.32,111147.34,111147.3,123154.34,47.5,11147.23,111147,3/28/1991 15:51,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,147.23,1147.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,55365.54,54.5,36.11,36.11,Lorem ipsu,,1111-2089,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Citation Club Apartments,4801 South Citation ,,Delray Beach ,Palm Beach,FL,33445,,26.436104,-80.11936,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=4801+South+Citation,33445&sensor=false""",11212.87,Lorem ipsum dolor sit amet,,,,40,72,Lorem ipsum dolor sit amet,259.4,85.5,1148.32,111148.34,111148.3,123155.34,48.5,11148.23,111148,4/17/1994 19:40,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,148.23,1148.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,41809.74,55.5,37.11,37.11,Lorem ipsu,,1111-2088,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,East Wind Beach Club,150 North Ocean Boulevard ,,Delray Beach ,Palm Beach,FL,33483-7028 ,,26.464743,-80.05785,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=150+North+Ocean+Boulevard,33483-7028&sensor=false""",19787.78,Lorem ipsum dolor sit amet,,,,41,73,Lorem ipsum dolor sit amet,260.4,85.5,1149.32,111149.34,111149.3,123156.34,49.5,11149.23,111149,11/5/1988 9:05,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,149.23,1149.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,58959.56,56.5,38.11,38.11,Lorem ipsu,,1111-2087,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Wedgewood,6370 Pinehurst Cir W ,,Tamarac ,Broward,FL,33321-3512,,26.203114,-80.2721,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=6370+Pinehurst+Cir+W,33321-3512&sensor=false""",48667.55,Lorem ipsum dolor sit amet,,,,42,74,Lorem ipsum dolor sit amet,261.4,85.5,1150.32,111150.34,111150.3,123157.34,50.5,11150.23,111150,12/31/2006 15:03,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,150.23,1150.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,116719.1,57.5,39.11,39.11,Lorem ipsu,,1111-2086,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
b11a0d36-d6d4-4bd8-9d8e-9ee101760c3b,Rectory Park Apartments,20 West Atlantic Avenue ,,Delray Beach ,Palm Beach,FL,33444-3685 ,,26.461119,-80.07381,"select * from json where url=""http://maps.googleapis.com/maps/api/geocode/json?address=20+West+Atlantic+Avenue,33444-3685&sensor=false""",36756.56,Lorem ipsum dolor sit amet,,,,43,75,Lorem ipsum dolor sit amet,262.4,85.5,1151.32,111151.34,111151.3,123158.34,51.5,11151.23,111151,3/22/2003 23:43,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,151.23,1151.32,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,92897.12,58.5,40.11,40.11,Lorem ipsu,,1111-2085,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet,Lorem ipsum dolor sit amet
